494,65283
494,56941
494,48599
494,40257
494,31914
494,23572
494,1523
494,06888
493,98545
493,90203
493,81861
493,73519
493,65176
493,56834
493,48492
493,4015
493,31807
493,23465
493,15123
493,06781
492,98439
492,90096
492,81754
492,73412
492,6507
492,56727
492,48385
492,40043
492,31701
492,23358
492,15016
492,06674
491,98332
491,89989
491,81647
491,73305
491,64963
491,5662
491,48278
491,39936
491,31594
491,23251
491,14909
491,06567
490,98225
490,89882
490,8154
490,73198
490,64856
490,56513
490,48171
490,39829
490,31487
490,23144
490,14802
490,0646
489,98118
489,89775
489,81433
489,73091
489,64749
489,56406
489,48064
489,39722
489,3138
489,23037
489,14695
489,06353
488,98011
488,89668
488,81326
488,72984
488,64642
488,56299
488,47957
488,39615
488,31273
488,2293
488,14588
488,06246
487,97904
487,89561
487,81219
487,72877
487,64535
487,56193
487,4785
487,39508
487,31166
487,22824
487,14481
487,06139
486,97797
486,89455
486,81112
486,7277
486,64428
486,56086
486,47743
486,39401
486,31059
486,22717
486,14374
486,06032
485,9769
485,89348
485,81005
485,72663
485,64321
485,55979
485,47636
485,39294
485,30952
485,2261
485,14267
485,05925
484,97583
484,89241
484,80898
484,72556
484,64214
484,55872
484,47529
484,39187
484,30845
484,22503
484,1416
484,05818
483,97476
483,89134
483,80791
483,72449
483,64107
483,55765
483,47422
483,3908
483,30738
483,22396
483,14053
483,05711
482,97369
482,89027
482,80684
482,72342
482,64
482,55658
482,47316
482,38973
482,30631
482,22289
482,13947
482,05604
481,97262
481,8892
481,80578
481,72235
481,63893
481,55551
481,47209
481,38866
481,30524
481,22182
481,1384
481,05497
480,97155
480,88813
480,80471
480,72128
480,63786
480,55444
480,47102
480,38759
480,30417
480,22075
480,13733
480,0539
479,97048
479,88706
479,80364
479,72021
479,63679
479,55337
479,46995
479,38652
479,3031
479,21968
479,13626
479,05283
478,96941
478,88599
478,80257
478,71914
478,63572
478,5523
478,46888
478,38545
478,30203
478,21861
478,13519
478,05176
477,96834
477,88492
477,8015
477,71807
477,63465
477,55123
477,46781
477,38439
477,30096
477,21754
477,13412
477,0507
476,96727
476,88385
476,80043
476,71701
476,63358
476,55016
476,46674
476,38332
476,29989
476,21647
476,13305
476,04963
475,9662
475,88278
475,79936
475,71594
475,63251
475,54909
475,46567
475,38225
475,29882
475,2154
475,13198
475,04856
474,96513
474,88171
474,79829
474,71487
474,63144
474,54802
474,4646
474,38118
474,29775
474,21433
474,13091
474,04749
473,96406
473,88064
473,79722
473,7138
473,63037
473,54695
473,46353
473,38011
473,29668
473,21326
473,12984
473,04642
472,96299
472,87957
472,79615
472,71273
472,6293
472,54588
472,46246
472,37904
472,29561
472,21219
472,12877
472,04535
471,96193
471,8785
471,79508
471,71166
471,62824
471,54481
471,46139
471,37797
471,29455
471,21112
471,1277
471,04428
470,96086
470,87743
470,79401
470,71059
470,62717
470,54374
470,46032
470,3769
470,29348
470,21005
470,12663
470,04321
469,95979
469,87636
469,79294
469,70952
469,6261
469,54267
469,45925
469,37583
469,29241
469,20898
469,12556
469,04214
468,95872
468,87529
468,79187
468,70845
468,62503
468,5416
468,45818
468,37476
468,29134
468,20791
468,12449
468,04107
467,95765
467,87422
467,7908
467,70738
467,62396
467,54053
467,45711
467,37369
467,29027
467,20684
467,12342
467,04
466,95658
466,87316
466,78973
466,70631
466,62289
466,53947
466,45604
466,37262
466,2892
466,20578
466,12235
466,03893
465,95551
465,87209
465,78866
465,70524
465,62182
465,5384
465,45497
465,37155
465,28813
465,20471
465,12128
465,03786
464,95444
464,87102
464,78759
464,70417
464,62075
464,53733
464,4539
464,37048
464,28706
464,20364
464,12021
464,03679
463,95337
463,86995
463,78652
463,7031
463,61968
463,53626
463,45283
463,36941
463,28599
463,20257
463,11914
463,03572
462,9523
462,86888
462,78545
462,70203
462,61861
462,53519
462,45176
462,36834
462,28492
462,2015
462,11807
462,03465
461,95123
461,86781
461,78439
461,70096
461,61754
461,53412
461,4507
461,36727
461,28385
461,20043
461,11701
461,03358
460,95016
460,86674
460,78332
460,69989
460,61647
460,53305
460,44963
460,3662
460,28278
460,19936
460,11594
460,03251
459,94909
459,86567
459,78225
459,69882
459,6154
459,53198
459,44856
459,36513
459,28171
459,19829
459,11487
459,03144
458,94802
458,8646
458,78118
458,69775
458,61433
458,53091
458,44749
458,36406
458,28064
458,19722
458,1138
458,03037
457,94695
457,86353
457,78011
457,69668
457,61326
457,52984
457,44642
457,36299
457,27957
457,19615
457,11273
457,0293
456,94588
456,86246
456,77904
456,69561
456,61219
456,52877
456,44535
456,36193
456,2785
456,19508
456,11166
456,02824
455,94481
455,86139
455,77797
455,69455
455,61112
455,5277
455,44428
455,36086
455,27743
455,19401
455,11059
455,02717
454,94374
454,86032
454,7769
454,69348
454,61005
454,52663
454,44321
454,35979
454,27636
454,19294
454,10952
454,0261
453,94267
453,85925
453,77583
453,69241
453,60898
453,52556
453,44214
453,35872
453,27529
453,19187
453,10845
453,02503
452,9416
452,85818
452,77476
452,69134
452,60791
452,52449
452,44107
452,35765
452,27422
452,1908
452,10738
452,02396
451,94053
451,85711
451,77369
451,69027
451,60684
451,52342
451,44
451,35658
451,27316
451,18973
451,10631
451,02289
450,93947
450,85604
450,77262
450,6892
450,60578
450,52235
450,43893
450,35551
450,27209
450,18866
450,10524
450,02182
449,9384
449,85497
449,77155
449,68813
449,60471
449,52128
449,43786
449,35444
449,27102
449,18759
449,10417
449,02075
448,93733
448,8539
448,77048
448,68706
448,60364
448,52021
448,43679
448,35337
448,26995
448,18652
448,1031
448,01968
447,93626
447,85283
447,76941
447,68599
447,60257
447,51914
447,43572
447,3523
447,26888
447,18545
447,10203
447,01861
446,93519
446,85176
446,76834
446,68492
446,6015
446,51807
446,43465
446,35123
446,26781
446,18439
446,10096
446,01754
445,93412
445,8507
445,76727
445,68385
445,60043
445,51701
445,43358
445,35016
445,26674
445,18332
445,09989
445,01647
444,93305
444,84963
444,7662
444,68278
444,59936
444,51594
444,43251
444,34909
444,26567
444,18225
444,09882
444,0154
443,93198
443,84856
443,76513
443,68171
443,59829
443,51487
443,43144
443,34802
443,2646
443,18118
443,09775
443,01433
442,93091
442,84749
442,76406
442,68064
442,59722
442,5138
442,43037
442,34695
442,26353
442,18011
442,09668
442,01326
441,92984
441,84642
441,76299
441,67957
441,59615
441,51273
441,4293
441,34588
441,26246
441,17904
441,09561
441,01219
440,92877
440,84535
440,76193
440,6785
440,59508
440,51166
440,42824
440,34481
440,26139
440,17797
440,09455
440,01112
439,9277
439,84428
439,76086
439,67743
439,59401
439,51059
439,42717
439,34374
439,26032
439,1769
439,09348
439,01005
438,92663
438,84321
438,75979
438,67636
438,59294
438,50952
438,4261
438,34267
438,25925
438,17583
438,09241
438,00898
437,92556
437,84214
437,75872
437,67529
437,59187
437,50845
437,42503
437,3416
437,25818
437,17476
437,09134
437,00791
436,92449
436,84107
436,75765
436,67422
436,5908
436,50738
436,42396
436,34053
436,25711
436,17369
436,09027
436,00684
435,92342
435,84
435,75658
435,67316
435,58973
435,50631
435,42289
435,33947
435,25604
435,17262
435,0892
435,00578
434,92235
434,83893
434,75551
434,67209
434,58866
434,50524
434,42182
434,3384
434,25497
434,17155
434,08813
434,00471
433,92128
433,83786
433,75444
433,67102
433,58759
433,50417
433,42075
433,33733
433,2539
433,17048
433,08706
433,00364
432,92021
432,83679
432,75337
432,66995
432,58652
432,5031
432,41968
432,33626
432,25283
432,16941
432,08599
432,00257
431,91914
431,83572
431,7523
431,66888
431,58545
431,50203
431,41861
431,33519
431,25176
431,16834
431,08492
431,0015
430,91807
430,83465
430,75123
430,66781
430,58439
430,50096
430,41754
430,33412
430,2507
430,16727
430,08385
430,00043
429,91701
429,83358
429,75016
429,66674
429,58332
429,49989
429,41647
429,33305
429,24963
429,1662
429,08278
428,99936
428,91594
428,83251
428,74909
428,66567
428,58225
428,49882
428,4154
428,33198
428,24856
428,16513
428,08171
427,99829
427,91487
427,83144
427,74802
427,6646
427,58118
427,49775
427,41433
427,33091
427,24749
427,16406
427,08064
426,99722
426,9138
426,83037
426,74695
426,66353
426,58011
426,49668
426,41326
426,32984
426,24642
426,16299
426,07957
425,99615
425,91273
425,8293
425,74588
425,66246
425,57904
425,49561
425,41219
425,32877
425,24535
425,16193
425,0785
424,99508
424,91166
424,82824
424,74481
424,66139
424,57797
424,49455
424,41112
424,3277
424,24428
424,16086
424,07743
423,99401
423,91059
423,82717
423,74374
423,66032
423,5769
423,49348
423,41005
423,32663
423,24321
423,15979
423,07636
422,99294
422,90952
422,8261
422,74267
422,65925
422,57583
422,49241
422,40898
422,32556
422,24214
422,15872
422,07529
421,99187
421,90845
421,82503
421,7416
421,65818
421,57476
421,49134
421,40791
421,32449
421,24107
421,15765
421,07422
420,9908
420,90738
420,82396
420,74053
420,65711
420,57369
420,49027
420,40684
420,32342
420,24
420,15658
420,07316
419,98973
419,90631
419,82289
419,73947
419,65604
419,57262
419,4892
419,40578
419,32235
419,23893
419,15551
419,07209
418,98866
418,90524
418,82182
418,7384
418,65497
418,57155
418,48813
418,40471
418,32128
418,23786
418,15444
418,07102
417,98759
417,90417
417,82075
417,73733
417,6539
417,57048
417,48706
417,40364
417,32021
417,23679
417,15337
417,06995
416,98652
416,9031
416,81968
416,73626
416,65283
416,56941
416,48599
416,40257
416,31914
416,23572
416,1523
416,06888
415,98545
415,90203
415,81861
415,73519
415,65176
415,56834
415,48492
415,4015
415,31807
415,23465
415,15123
415,06781
414,98439
414,90096
414,81754
414,73412
414,6507
414,56727
414,48385
414,40043
414,31701
414,23358
414,15016
